df_index,simulation_index,f_laser,f_R_outer,f_Pi,f_Be,f_rho,current,Y_TDT,Y_rhoRDT,Y_minus_peak_IFAR,Y_minus_current
275,282,1.4727651113644242,0.9564810508862138,0.9970634664222598,0.5384560385718942,1.0232702624052763,28.318661488592625,4345.0163634,6.466073339820023,-4.381047032474804,-1.4159330744296312
731,738,1.3897217055782676,0.9028386572375894,1.0053984333947301,1.245523194782436,1.3886363226920366,38.5107247158885,4341.6627738,5.140067367477915,-3.081112104949314,-1.925536235794425
3,3,1.445692427456379,0.920559610053897,1.0148744351044297,1.077546902000904,0.8797251656651497,32.458502911031246,4339.7099758,4.474503165171806,-3.5060158730158726,-1.6229251455515623
251,258,0.7360832281410694,0.9670262753963471,0.9973759076371789,0.5544053008779883,0.70449173822999,35.58609291911125,4333.3775556,9.915295108827477,-4.711982890704801,-1.7793046459555626
644,651,0.6062111863866448,0.9561590757220984,1.0118397352471948,0.599733910523355,1.2518290979787707,36.91613249480724,4301.1710241,10.79186200237714,-4.07495424388012,-1.8458066247403622
299,306,1.0049084406346083,1.0250184785574676,1.0091434321179986,0.7317478647455573,0.517497980967164,25.458128675818443,4281.860238,2.6922914405739298,-5.937308114035084,-1.2729064337909222
78,78,0.731805163435638,0.9918062118813396,0.9914873229712248,0.6520935315638781,0.5851038172841072,26.783499233424664,4256.3756593,4.641668243190841,-5.198077715934858,-1.3391749616712332
590,597,1.4484262252226472,0.9030757535248995,0.9945945712178945,1.1179131446406245,1.340440034866333,37.66958739608526,4256.2895032,6.136768627678876,-2.9189475253428734,-1.8834793698042631
472,479,1.4465166432783008,0.9010197838768363,1.0060385197773576,1.1735027628019452,1.486868136562407,38.27796030789614,4240.9719266,5.961455210259535,-2.7865419144877115,-1.9138980153948069
685,692,1.2774895494803786,0.9588091976940633,1.0094182687625288,1.035607397556305,0.5239082956686616,28.121921196579933,4240.073569,2.109251266116847,-4.918749999999998,-1.4060960598289967
414,421,0.7365872096270323,0.9567175989970566,0.9897955770418048,0.5448708711192012,0.9883923158049583,36.104376912117004,4231.6903967,10.49620912166705,-4.164054464703133,-1.8052188456058502
480,487,0.9113760022446513,0.950767169892788,0.9853244825452566,0.6484825750812888,0.6277637146413326,30.06259325891733,4225.8404759,6.737488559175715,-4.450356359649125,-1.5031296629458666
100,100,1.4226470673456788,0.9130114682018757,1.0096890771016478,1.0935352705419064,0.8170940792188048,37.9911395162344,4208.5893742,6.460451789430132,-3.1304680664916886,-1.89955697581172
464,471,1.2301377290859818,0.9963424419984221,0.9996565600857139,0.7369148889556527,1.4358689924702048,45.517859272658825,4203.5455485,12.278914156600903,-6.000156054931336,-2.2758929636329412
58,58,1.3364489255473018,0.9712023267522455,1.0012278930097818,0.5120769655331969,1.498940583318472,26.077123880386353,4201.0690655,5.594023185912527,-4.6114959192439855,-1.3038561940193176
573,580,0.9074055105447769,1.033343286253512,1.0080454944074153,0.6421179063618183,1.3087519826367497,25.84454368799925,4193.7476474,3.594525968678678,-6.064315946007775,-1.2922271843999624
734,741,1.384738934226334,0.9143756680190563,1.0010717660188675,1.1063008243218064,0.6237989477813244,32.48496703803539,4170.9436403,4.476389312765047,-3.474142857142857,-1.6242483519017696
403,410,1.1913760732859373,0.9533361041918398,0.9992328296601772,0.5051648756489158,0.8628504853695631,29.579393230378628,4135.9354853,7.391373011985658,-4.0943256578947365,-1.4789696615189314
240,245,0.5978321079164743,0.9903700677677989,1.006546447686851,0.5482816537842155,1.2368087880313396,26.590221785008907,4115.661914,5.800668644025103,-5.07947928331467,-1.3295110892504454
409,416,0.8625236721709371,1.0373562945052983,0.995289827696979,0.5845551714301109,1.3832019716501236,25.314135402441025,4113.1578407,3.8659057115417315,-6.210103785103783,-1.2657067701220512
463,470,0.855925302952528,0.9408017229288816,0.9940388043224812,0.9894038578495383,0.6513277040794492,28.598564714193344,4076.4676468,3.5045170236156644,-4.163148393751841,-1.4299282357096672
191,196,1.187785867601633,0.9166889082640409,0.9887420615181327,0.7675082199275494,1.4137995252385736,35.83054892718792,4047.6769802,8.616813285159832,-3.0936468646864688,-1.791527446359396
377,384,0.63514094799757,0.9886642372235657,0.9853877795487642,0.5425836453214288,0.6199855739250779,25.870057828724384,4044.6728668,5.35130838789952,-5.132390817469205,-1.2935028914362192
43,43,0.9394340142607689,0.9979425536468626,1.0103438707441093,0.592434081248939,0.594366192817688,39.813787154853344,4018.0958781,12.255346345334063,-6.296994671994674,-1.9906893577426672
99,99,0.6730933301150799,0.9858242798596621,0.9983407151699066,0.5658481866121292,0.8546438300982118,39.283856600522995,4017.7592512,12.648043387873306,-5.736036392405064,-1.9641928300261497
142,146,0.8194004017859697,1.0559891534969212,0.9918870032578707,0.5448792604729533,0.6714147347956896,50.95307070761919,4009.4351122,13.204997631710418,-9.051523870417734,-2.5476535353809595
46,46,0.6218091864138842,0.9398065051063895,1.0136257433891296,1.0797257516533136,1.0936749167740345,45.353210270404816,3966.2325775,10.58449750279222,-4.017679708119857,-2.267660513520241
324,331,0.6177998222410679,0.9692903885617853,0.9857853385061025,0.6661345837637782,1.153273911215365,58.35988957434893,3944.1421582,23.584595288083833,-4.1458594566353195,-2.9179944787174463
571,578,1.4648109236732125,0.9043187817558647,1.0068293197080493,0.9947716761380434,1.3579706512391567,36.82377349585295,3908.9612989,7.372082418013254,-2.66941556710649,-1.8411886747926474
538,545,0.6939863357692957,0.9907679194584489,1.0165319131314754,0.8239625748246908,0.6178180454298854,25.530425496399403,3898.3406851,3.051212994229536,-5.042744833782567,-1.2765212748199701
501,508,1.361121249385178,1.0189196413382888,0.982695352807641,0.6367365112528205,0.8100245641544461,22.696461863815784,3893.1652821,2.726952892209573,-5.585615335051548,-1.1348230931907892
687,694,0.82817792147398,0.929593012854457,1.018366461582482,1.2518106251955032,1.1518463995307684,56.43788021057844,3892.4017641,8.913364193877761,-3.3305654465175905,-2.821894010528922
499,506,1.476043539121747,0.9673520758748055,1.0037767607346177,0.8357094042003155,0.888556026853621,45.42961906641722,3877.5394811,12.621518521463567,-4.943111039518899,-2.271480953320861
395,402,0.7588594174012542,0.9859202146530152,0.9999976934865117,0.6529471594840288,0.6366062965244055,24.77146603167057,3866.45873,4.292894834792504,-4.935420792079208,-1.2385733015835285
205,210,1.1302698571234941,0.9201701922342181,1.0114569061994554,0.8435699148103595,0.7656321236863732,34.621080942451954,3860.5969439,8.030517651902983,-3.2864353729500975,-1.7310540471225977
63,63,0.6881513493135571,0.9646883955225349,0.9881801388785243,0.8024140801280737,1.4605689588934183,26.893850192427635,3860.0020521,4.234059239195381,-4.493343790218789,-1.3446925096213818
125,129,0.8259444106370211,0.924958580546081,0.9876982291415334,0.6775023937225342,1.1470386134460568,36.71759109944105,3845.7888797,9.71166635581004,-2.966868823000898,-1.8358795549720526
599,606,1.331343182362616,0.9328947871923448,0.9813694440573454,0.6204933980479836,0.6431342773139477,35.15683423727751,3833.4827914,9.665910738810064,-3.4328960396039605,-1.7578417118638754
282,289,1.0851074578240514,0.9197076244279743,0.9971235939115286,0.7297080550342798,1.2260985197499394,36.8467440828681,3831.6181628,9.606474637264949,-2.7628288335064033,-1.842337204143405
549,556,1.1669170884415507,1.0044001692906022,1.0141235504299402,0.7308864621445537,0.7904240321367979,23.339911624789238,3829.2780419,2.8103596624428295,-5.211924868957484,-1.166995581239462
200,205,1.086492983624339,1.0648667056113483,1.0013468484953045,0.5158475423231721,0.709068400785327,21.83965679258108,3773.5131339,2.846846003113501,-6.251522933588153,-1.091982839629054
280,287,0.7194931032136083,0.9184517251327634,1.0093569155037403,0.9322765143588185,1.4960012007504702,32.11560100317001,3753.4905138,6.331233147379234,-3.3249359065660165,-1.6057800501585007
129,133,1.3052883613854647,0.9160534299910069,1.0118873113766313,0.8619882138445973,0.7887745136395097,38.78671567887068,3737.8780587,10.04170256087911,-2.82129854368932,-1.939335783943534
419,426,1.349286968819797,0.9482708275318146,0.9996909803897143,0.6374183176085353,1.3995791096240282,41.256946101784706,3707.528698,13.2179054529684,-3.6649945175438603,-2.0628473050892353
330,337,1.1794023215770721,0.9177711708471179,1.0037272457405926,0.7493469258770347,0.6880401810631156,35.57846840471029,3663.4245523,9.539264498269223,-2.835721213189914,-1.7789234202355146
482,489,0.8613679213449359,0.9209817912429571,0.9956552877649665,0.6824197182431817,1.3670231020078063,34.39595978707075,3651.2152677,8.808034858913226,-2.893064209068881,-1.7197979893535376
601,608,1.2750643165782094,0.9742706373333931,0.9861553345248103,0.6742748012766242,1.2135202987119555,23.419336564838886,3651.1103984,3.6914505986838617,-4.768564356435642,-1.1709668282419443
70,70,1.3504749480634928,0.9651504620909691,0.9926678333804011,0.7695891885086894,1.267171235755086,45.78445669263601,3641.2747209,13.732649633981588,-5.073576353421859,-2.2892228346318007
213,218,1.4130615387111902,1.0042021993547678,1.0050316734984517,0.7568783396854997,1.2122990926727653,22.783195711672306,3635.0219583,2.456632383514077,-5.209856272606132,-1.1391597855836153
604,611,0.5224308371543884,0.9813586506992579,1.0170257937535643,0.7404119176790118,0.8656560247763991,47.325072698295116,3631.0368426,13.893632028129318,-5.538620448179271,-2.366253634914756
326,333,1.452447005547583,0.9388182951137424,0.993150435872376,0.6977731743827462,0.9193147821351886,26.453012824058533,3623.9434012,5.222266314743506,-4.028504043126685,-1.3226506412029266
246,251,0.6258138129487634,0.9243258126080036,0.999728363007307,1.0258812587708235,1.4411000814288855,29.00450423359871,3623.3403044,4.3689645128967,-3.6680599265670075,-1.4502252116799355
596,603,1.416416596621275,0.9124882768839598,1.0072031331062317,0.8389723543077707,1.3616496436297894,34.12061098963022,3589.6295784,7.456403487785541,-3.0046945309795774,-1.7060305494815111
714,721,1.1908053224906325,0.9599971301853657,0.9894424626231193,0.8778544133529067,1.2354415394365788,23.998885564506054,3569.1496664,2.8122995839871296,-4.448499839124838,-1.1999442782253027
555,562,1.3817238388583064,1.0159589936956763,0.9825162762403488,0.7200091257691383,1.159055557101965,22.197066992521286,3568.734987,2.2558850590497492,-5.497601010101009,-1.1098533496260643
98,98,1.4590452620759606,0.9740674627944828,0.9844567388668656,0.7076979363337159,1.4716951344162226,22.710499055683613,3553.9325844,3.2281839767816614,-4.724724607916356,-1.1355249527841806
